Id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,labels
1,0.06735751,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.01661055,0.0,0.03993252,0.0
2,0.02072539,0.25,0.0,0.25,0.0,0.02380952,0.0,0.02586207,0.265625,0.01548822,0.0,0.0,1.0
3,0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.04310345,0.46875,0.1582492,0.0,0.0,1.0
4,0.02072539,0.125,0.0,0.0,0.0,0.02380952,0.0,0.00862069,0.234375,0.02074074,0.0,0.0,0.0
5,0.02072539,0.125,0.0,0.0,0.07142857,0.0,0.0,0.00862069,0.0,0.006689113,0.0,0.111811,0.0
6,0.04663212,0.375,0.0,0.0,0.0,0.02380952,0.0,0.00862069,0.0625,0.02814815,0.0,0.0,0.0
7,0.06217617,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.01396184,0.0,0.04300425,0.0
8,0.010362694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.02365881,0.0,0.0,0.0
9,0.0880829,0.125,0.0212766,0.2083333,0.02380952,0.0,0.0,0.00862069,0.140625,0.0372615,0.0,0.03105863,0.0
10,0.03626943,0.25,0.0,0.0,0.04761905,0.04761905,0.0,0.0,0.734375,0.06518519,0.0,0.0,0.0
11,0.01554404,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.140625,0.01243547,0.0,0.0,1.0
12,0.02072539,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.02586207,0.734375,0.036633,0.0,0.0,0.0
13,0.119171,0.25,0.1276596,0.0,0.1190476,0.02380952,0.0,0.01724138,0.15625,0.03672278,0.0,0.1164698,0.0
14,0.01036269,0.0,0.0212766,0.0,0.0,0.0,0.0,0.02586207,0.265625,0.01508418,0.0,0.0,0.0
15,0.031088083,0.25,0.0,0.0,0.047619048,0.047619048,0.0,0.00862069,0.140625,0.005521886,0.0,0.0,0.0
16,0.2746114,0.25,0.0,0.0,0.0,0.2142857,0.0,0.0,0.03125,0.01867565,0.0,0.0,0.0
17,0.01036269,0.0,0.0212766,0.0,0.0,0.0,0.0,0.0,0.046875,0.002648709,0.5,0.0,0.0
18,0.031088083,0.25,0.0,0.0,0.047619048,0.023809524,0.0,0.017241379,0.125,0.034567901,0.0,0.0,0.0
19,0.02072539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.002020202,1.0,0.111811,1.0
20,0.051813472,0.125,0.0,0.0,0.047619048,0.0,0.0,0.034482759,0.25,0.029315376,0.0,0.101646408,0.0
21,0.051813472,0.125,0.021276596,0.0,0.047619048,0.0,0.0,0.017241379,0.359375,0.021010101,0.0,0.0,0.0
22,0.03626943,0.25,0.0212766,0.04166667,0.02380952,0.0,0.0,0.01724138,0.359375,0.1034343,0.0,0.0,1.0
