feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,labels
0.06735751,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.01661055,0.0,0.03993252,0.0
0.02072539,0.25,0.0,0.25,0.0,0.02380952,0.0,0.02586207,0.265625,0.01548822,0.0,0.0,1.0
0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.04310345,0.46875,0.1582492,0.0,0.0,1.0
0.02072539,0.125,0.0,0.0,0.0,0.02380952,0.0,0.00862069,0.234375,0.02074074,0.0,0.0,0.0
0.02072539,0.125,0.0,0.0,0.07142857,0.0,0.0,0.00862069,0.0,0.006689113,0.0,0.111811,0.0
0.04663212,0.375,0.0,0.0,0.0,0.02380952,0.0,0.00862069,0.0625,0.02814815,0.0,0.0,0.0
0.06217617,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.01396184,0.0,0.04300425,0.0
0.010362694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.02365881,0.0,0.0,0.0
0.0880829,0.125,0.0212766,0.2083333,0.02380952,0.0,0.0,0.00862069,0.140625,0.0372615,0.0,0.03105863,0.0
0.03626943,0.25,0.0,0.0,0.04761905,0.04761905,0.0,0.0,0.734375,0.06518519,0.0,0.0,0.0
0.01554404,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.140625,0.01243547,0.0,0.0,1.0
0.02072539,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.02586207,0.734375,0.036633,0.0,0.0,0.0
0.119171,0.25,0.1276596,0.0,0.1190476,0.02380952,0.0,0.01724138,0.15625,0.03672278,0.0,0.1164698,0.0
0.01036269,0.0,0.0212766,0.0,0.0,0.0,0.0,0.02586207,0.265625,0.01508418,0.0,0.0,0.0
0.031088083,0.25,0.0,0.0,0.047619048,0.047619048,0.0,0.00862069,0.140625,0.005521886,0.0,0.0,0.0
0.2746114,0.25,0.0,0.0,0.0,0.2142857,0.0,0.0,0.03125,0.01867565,0.0,0.0,0.0
0.01036269,0.0,0.0212766,0.0,0.0,0.0,0.0,0.0,0.046875,0.002648709,0.5,0.0,0.0
0.031088083,0.25,0.0,0.0,0.047619048,0.023809524,0.0,0.017241379,0.125,0.034567901,0.0,0.0,0.0
0.02072539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.002020202,1.0,0.111811,1.0
0.051813472,0.125,0.0,0.0,0.047619048,0.0,0.0,0.034482759,0.25,0.029315376,0.0,0.101646408,0.0
0.051813472,0.125,0.021276596,0.0,0.047619048,0.0,0.0,0.017241379,0.359375,0.021010101,0.0,0.0,0.0
0.03626943,0.25,0.0212766,0.04166667,0.02380952,0.0,0.0,0.01724138,0.359375,0.1034343,0.0,0.0,1.0
0.02072539,0.125,0.0,0.08333333,0.04761905,0.0,0.0,0.00862069,0.203125,0.02078563,0.0,0.0,0.0
0.067357513,0.0,0.021276596,0.0,0.023809524,0.0,0.0,0.00862069,0.1875,0.072457912,0.0,0.079865034,0.0
0.046632124,0.0,0.085106383,0.0,0.023809524,0.0,0.0,0.0,0.109375,0.02617284,0.5,0.391338669,0.0
0.3160622,0.375,0.1276596,0.0,0.02380952,0.04761905,0.0,0.0,0.046875,0.06994388,0.0,0.09918725,1.0
0.119171,0.125,0.06382979,0.0,0.04761905,0.0,0.0,0.0,0.46875,0.08601571,0.0,0.04658793,1.0
0.062176166,0.0,0.0,0.0,0.047619048,0.0,0.0,0.0,0.0,0.000718294,1.0,0.043004249,0.0
0.015544041,0.125,0.0,0.0,0.0,0.0,0.0,0.017241379,0.015625,0.000852974,0.0,0.0,0.0
0.010362694,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.014545455,0.0,0.0,1.0
0.020725389,0.125,0.021276596,0.0,0.0,0.0,0.0,0.017241379,0.015625,0.000852974,0.0,0.0,0.0
0.015544041,0.125,0.0,0.0,0.047619048,0.0,0.0,0.017241379,0.359375,0.039147026,0.0,0.0,1.0
0.124352332,0.25,0.191489362,0.0,0.047619048,0.023809524,0.0,0.0,0.0625,0.042020202,0.0,0.156535468,0.0
0.025906736,0.125,0.0,0.0,0.047619048,0.0,0.0,0.043103448,0.078125,0.004489338,0.0,0.0,0.0
0.08290155,0.25,0.1276596,0.0,0.02380952,0.2619048,0.0,0.03448276,0.203125,0.3954658,0.0,0.164428,0.0
0.05699482,0.25,0.0,0.0,0.04761905,0.0,0.0,0.0,0.15625,0.05342312,0.0,0.0,0.0
0.031088083,0.125,0.0,0.0,0.0,0.0,0.0,0.00862069,0.640625,0.081705948,0.0,0.0,0.0
0.01554404,0.0,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.015625,0.05512907,0.0,0.0,0.0
0.02590674,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.125,0.01638608,1.0,0.09317589,0.0
0.051813472,0.125,0.0,0.0,0.047619048,0.095238095,0.0,0.0,0.09375,0.009337823,0.0,0.0,0.0
