feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,labels
0.02590674,0.125,0.0,0.0,0.02380952,0.0,0.0,0.02586207,0.734375,0.036633,0.0,0.09317589,0.0
0.015544041,0.125,0.0,0.0,0.0,0.023809524,0.0,0.0,0.1875,0.019393939,0.0,0.0,0.0
0.010362694,0.0,0.0,0.0,0.023809524,0.0,0.0,0.00862069,0.03125,0.005611672,0.0,0.186351747,0.0
0.04145078,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.001436588,0.5,0.0,0.0
0.1606218,0.25,0.0,0.0,0.0,0.07142857,0.0,0.01724138,0.78125,0.6117621,0.0,0.08735238,0.0
0.07772021,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.003636364,0.0,0.0,0.0
0.051813472,0.125,0.021276596,0.0,0.095238095,0.0,0.0,0.034482759,0.234375,0.011402918,0.0,0.050823204,0.0
0.06735751,0.375,0.0212766,0.0,0.0,0.02380952,0.0,0.0,0.125,0.02774411,0.0,0.0,0.0
0.020725389,0.125,0.0,0.0,0.0,0.023809524,0.0,0.00862069,0.125,0.011582492,0.0,0.0,0.0
0.02590674,0.375,0.0,0.0,0.0,0.1904762,0.0,0.01724138,0.46875,0.08579125,0.0,0.09317589,0.0
0.020725389,0.125,0.0,0.0,0.023809524,0.0,0.0,0.0,0.09375,0.001167228,0.0,0.0,1.0
0.06217617,0.25,0.0212766,0.0,0.07142857,0.0,0.0,0.06034483,0.03125,0.03721661,0.0,0.0,0.0
0.01554404,0.125,0.0,0.0,0.02380952,0.0,0.0,0.00862069,0.015625,0.01104377,0.0,0.0,0.0
0.05699482,0.125,0.106383,0.0,0.04761905,0.0,0.0,0.01724138,0.15625,0.03515152,0.0,0.1863517,0.0
0.01554404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0067789,0.0,0.0,0.0
0.05699482,0.125,0.06382979,0.0,0.02380952,0.0,0.0,0.0,0.046875,0.06994388,0.0,0.09317589,1.0
0.01036269,0.125,0.0,0.0,0.04761905,0.0,0.0,0.02586207,0.265625,0.02500561,0.0,0.0,0.0
0.0880829,0.25,0.1489362,0.0,0.02380952,0.02380952,0.0,0.00862069,0.3125,0.0243771,0.0,0.1863517,0.0
0.05699482,0.25,0.06382979,0.0,0.04761905,0.1428571,0.0,0.02586207,0.5,0.1169473,0.0,0.09317589,0.0
0.05181347,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.00862069,0.140625,0.02792368,0.0,0.0,0.0
0.031088083,0.125,0.021276596,0.0,0.166666667,0.0,0.0,0.017241379,0.375,0.05674523,0.0,0.079865034,0.0
0.01036269,0.0,0.0212766,0.0,0.02380952,0.0,0.0,0.05172414,0.546875,0.09665544,0.0,0.0,0.0
0.051813472,0.375,0.0,0.0,0.0,0.19047619,0.0,0.0,0.0625,0.002154882,1.0,0.0,0.0
0.02072539,0.125,0.0,0.0,0.02380952,0.0,0.0,0.0,0.046875,0.002334456,0.0,0.0,0.0
0.046632124,0.125,0.0,0.0,0.023809524,0.0,0.0,0.00862069,0.46875,0.043860831,0.0,0.055905524,0.0
