feature1,feature2
0.027777779676504723,0.01196681582842668
0.0763888931051796,0.3704573614398104
0.013888889168113438,0.020850157599581642
0.027777779676504723,0.020850157599581642
0.04166666884461816,0.020850157599581642
0.027777779676504723,0.020850157599581642
0.1319444511179112,0.020850157599581642
0.04166666884461816,0.011746567915099041
0.0763888931051796,0.011746567915099041
0.04861111342867488,0.011746567915099041
0.0763888931051796,0.011746567915099041
0.04861111342867488,0.011746567915099041
0.0763888931051796,0.011746567915099041
0.04861111342867488,0.011746567915099041
0.0763888931051796,0.011746567915099041
0.04861111342867488,0.011746567915099041
0.0763888931051796,0.011746567915099041
0.08333333768923631,0.011746567915099041
0.10416667144140648,0.011746567915099041
0.11805556194979777,0.011746567915099041
0.14583334028602465,0.011746567915099041
0.11805556194979777,0.011746567915099041
0.09722222685734977,0.011746567915099041
0.11111111736574106,0.07025915467123944
0.11805556194979777,0.07025915467123944
0.11805556194979777,0.07025915467123944
0.034722224260561436,0.01196681582842668
0.04166666884461816,0.01196681582842668
0.027777779676504723,0.01196681582842668
0.013888889168113438,0.01196681582842668
0.027777779676504723,0.01196681582842668
0.04166666884461816,0.01196681582842668
0.2083333442230908,0.10146097400927444
0.027777779676504723,0.08611702078425332
0.013888889168113438,0.08611702078425332
0.020833335092448002,0.08611702078425332
0.027777779676504723,0.08611702078425332
0.013888889168113438,0.08611702078425332
0.09027778227329304,0.08611702078425332
0.11805556194979777,0.08611702078425332
0.034722224260561436,0.08611702078425332
0.04166666884461816,0.08611702078425332
0.04166666884461816,0.08611702078425332
0.04166666884461816,0.08611702078425332
0.020833335092448002,0.08611702078425332
0.013888889168113438,0.08611702078425332
0.013888889168113438,0.08611702078425332
0.013888889168113438,0.08611702078425332
0.013888889168113438,0.08611702078425332
0.020833335092448002,0.08611702078425332
0.027777779676504723,0.08611702078425332
0.027777779676504723,0.08611702078425332
0.013888889168113438,0.0150502898856984
0.013888889168113438,0.0150502898856984
0.020833335092448002,0.0150502898856984
0.034722224260561436,0.0150502898856984
0.04166666884461816,0.0150502898856984
0.034722224260561436,0.0150502898856984
0.013888889168113438,0.0150502898856984
0.013888889168113438,0.0150502898856984
0.013888889168113438,0.0150502898856984
0.013888889168113438,0.0150502898856984
0.020833335092448002,0.0150502898856984
0.027777779676504723,0.0150502898856984
0.027777779676504723,0.0150502898856984
0.10416667144140648,0.013068057030407263
0.034722224260561436,0.030614491024047157
0.034722224260561436,0.030614491024047157
0.034722224260561436,0.030614491024047157
0.034722224260561436,0.030614491024047157
0.09027778227329304,0.030614491024047157
0.027777779676504723,0.030614491024047157
0.020833335092448002,0.030614491024047157
0.020833335092448002,0.030614491024047157
0.013888889168113438,0.030614491024047157
0.013888889168113438,0.030614491024047157
0.013888889168113438,0.030614491024047157
0.013888889168113438,0.030614491024047157
0.020833335092448002,0.030614491024047157
0.027777779676504723,0.030614491024047157
0.027777779676504723,0.030614491024047157
0.034722224260561436,0.03472578922196198
0.11805556194979777,0.03472578922196198
0.05555555801273159,0.03472578922196198
0.05555555801273159,0.03472578922196198
0.05555555801273159,0.03472578922196198
0.05555555801273159,0.03472578922196198
0.06250000393706617,0.8882607224412837
0.013888889168113438,0.8882607224412837
0.013888889168113438,0.8882607224412837
0.04166666884461816,0.8882607224412837
0.020833335092448002,0.8882607224412837
0.00694444458405672,0.8882607224412837
0.013888889168113438,0.8882607224412837
0.013888889168113438,0.8882607224412837
0.00694444458405672,0.8882607224412837
0.00694444458405672,0.8882607224412837
0.027777779676504723,0.8882607224412837
0.027777779676504723,0.8882607224412837
0.04861111342867488,0.8882607224412837
0.04861111342867488,0.8882607224412837
0.09027778227329304,0.8882607224412837
0.09027778227329304,0.8882607224412837
0.00694444458405672,0.8882607224412837
0.06944444852112289,0.8882607224412837
0.06944444852112289,0.8882607224412837
0.09722222685734977,0.8882607224412837
0.11805556194979777,0.040672489423177784
0.14583334028602465,0.040672489423177784
0.0763888931051796,0.009397254659147711
0.22916667797526097,0.012921224543074705
0.08333333768923631,0.012921224543074705
0.08333333768923631,0.012921224543074705
0.08333333768923631,0.012921224543074705
0.08333333768923631,0.012921224543074705
0.10416667144140648,0.012921224543074705
0.09722222685734977,0.012921224543074705
0.04166666884461816,0.4742676487050362
0.04166666884461816,0.4742676487050362
0.00694444458405672,0.4742676487050362
0.020833335092448002,0.4742676487050362
0.04861111342867488,0.4742676487050362
0.17361111996252934,0.4742676487050362
0.0763888931051796,0.4742676487050362
0.0763888931051796,0.4742676487050362
0.00694444458405672,0.4742676487050362
0.00694444458405672,0.4742676487050362
0.013888889168113438,0.4742676487050362
0.00694444458405672,0.4742676487050362
0.00694444458405672,0.4742676487050362
0.00694444458405672,0.4742676487050362
0.04861111342867488,0.4742676487050362
0.013888889168113438,0.4742676487050362
0.05555555801273159,0.4742676487050362
0.1319444511179112,0.4742676487050362
0.13888889570196794,0.4742676487050362
0.17361111996252934,0.4742676487050362
0.15277778487008137,0.4742676487050362
0.15277778487008137,0.4742676487050362
0.16666667537847266,0.4742676487050362
0.17361111996252934,0.4742676487050362
0.21527778880714754,0.04845458999235216
0.14583334028602465,0.04845458999235216
0.14583334028602465,0.04845458999235216
0.1319444511179112,0.04845458999235216
0.44444446678240845,0.14294103965976768
0.340277795341002,0.14294103965976768
0.340277795341002,0.14294103965976768
0.13888889570196794,0.14294103965976768
0.1319444511179112,0.14294103965976768
0.1319444511179112,0.14294103965976768
0.14583334028602465,0.14294103965976768
0.17361111996252934,0.14294103965976768
0.1875000091306428,0.12480727571679757
0.1944444537146995,0.12480727571679757
0.15972223079441591,0.12480727571679757
0.04861111342867488,0.12480727571679757
0.05555555801273159,0.09404595384076025
0.05555555801273159,0.09404595384076025
0.05555555801273159,0.09404595384076025
0.28472223598799257,0.009030174258487518
0.21527778880714754,0.009030174258487518
0.21527778880714754,0.009030174258487518
0.15277778487008137,0.009030174258487518
0.2986111264963838,0.023933631656853357
0.22916667797526097,0.023933631656853357
0.22916667797526097,0.023933631656853357
0.16666667537847266,0.023933631656853357
0.034722224260561436,0.16371778019801184
0.034722224260561436,0.16371778019801184
0.034722224260561436,0.16371778019801184
0.013888889168113438,0.16371778019801184
0.00694444458405672,0.16371778019801184
0.12500000653385449,0.16371778019801184
0.00694444458405672,0.16371778019801184
0.06250000393706617,0.16371778019801184
0.04166666884461816,0.16371778019801184
0.06250000393706617,0.16371778019801184
0.10416667144140648,0.16371778019801184
0.10416667144140648,0.16371778019801184
0.06250000393706617,0.16371778019801184
0.06250000393706617,0.16371778019801184
0.10416667144140648,0.16371778019801184
0.10416667144140648,0.16371778019801184
0.08333333768923631,0.4742676487050362
0.15972223079441591,0.4742676487050362
0.00694444458405672,0.007708685143179296
0.020833335092448002,0.007708685143179296
0.04861111342867488,0.15483443842685687
0.04166666884461816,0.15483443842685687
0.020833335092448002,0.007708685143179296
0.013888889168113438,0.007708685143179296
0.04166666884461816,0.007708685143179296
0.04166666884461816,0.007708685143179296
0.027777779676504723,0.007708685143179296
0.034722224260561436,0.15483443842685687
0.034722224260561436,0.15483443842685687
0.04861111342867488,0.15483443842685687
0.04861111342867488,0.15483443842685687
0.04861111342867488,0.15483443842685687
0.04861111342867488,0.15483443842685687
0.04166666884461816,0.15483443842685687
0.013888889168113438,0.007708685143179296
0.013888889168113438,0.007708685143179296
0.013888889168113438,0.007708685143179296
0.00694444458405672,0.15483443842685687
0.00694444458405672,0.15483443842685687
0.00694444458405672,0.007708685143179296
