feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,labels
0.02072539,0.25,0.0,0.0,0.0952381,0.02380952,0.0,0.00862069,0.1875,0.1076094,0.0,0.0,0.0
0.005181347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.06994388,0.0,0.0,1.0
0.1088083,0.25,0.0212766,0.0,0.2142857,0.02380952,0.0,0.02586207,1.0,0.4012121,0.0,0.07623479,0.0
0.07253886,0.125,0.06382979,0.0,0.2142857,0.0,0.0,0.01724138,0.78125,0.6117621,0.0,0.07454068,0.0
0.03108808,0.25,0.0,0.0,0.0,0.2142857,0.0,0.0,0.09375,0.01441077,0.0,0.2395951,0.0
0.02590674,0.125,0.0,0.0,0.04761905,0.0,0.0,0.00862069,0.234375,0.008754209,0.0,0.0,0.0
0.020725389,0.125,0.021276596,0.0,0.0,0.0,0.0,0.0,0.0,0.00026936,0.0,0.0,0.0
0.04145078,0.125,0.04255319,0.0,0.02380952,0.0,0.0,0.00862069,0.15625,0.02653199,0.0,0.06211724,0.0
0.2746114,0.25,0.0,0.0,0.02380952,0.2142857,0.0,0.01724138,0.625,0.04628507,0.0,0.0,1.0
0.04663212,0.25,0.0,0.0,0.0,0.02380952,0.0,0.00862069,0.046875,0.02482604,0.0,0.0,0.0
0.1139896,0.125,0.06382979,0.0,0.0,0.0,0.0,0.0,0.140625,0.05921437,0.0,0.0486135,0.0
0.1295337,0.25,0.06382979,0.2083333,0.4761905,0.02380952,0.0,0.02586207,1.0,0.4012121,0.0,0.04300425,0.0
0.082901554,0.25,0.021276596,0.0,0.0,0.0,0.0,0.0,0.1875,0.014545455,0.0,0.0,1.0
0.067357513,0.125,0.021276596,0.0,0.023809524,0.0,0.0,0.0,0.15625,0.001526375,0.0,0.19966261,0.0
0.010362694,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.014545455,0.0,0.0,1.0
0.04663212,0.25,0.04255319,0.0,0.1428571,0.04761905,0.0,0.05172414,0.296875,0.02945006,0.0,0.05590552,0.0
0.269430052,0.25,0.14893617,0.0,0.047619048,0.142857143,0.0,0.034482759,0.328125,0.01701459,0.0,0.137126747,1.0
0.05181347,0.125,0.08510638,0.0,0.02380952,0.0,0.0,0.0,0.1875,0.02671156,0.0,0.1524696,0.0
0.03108808,0.0,0.0,0.0,0.04761905,0.0,0.0,0.06896552,0.265625,0.1700112,0.0,0.1597301,0.0
0.03108808,0.375,0.0212766,0.0,0.02380952,0.02380952,0.0,0.00862069,0.3125,0.0243771,0.0,0.0,0.0
0.025906736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140625,0.001526375,0.5,0.0,0.0
0.015544041,0.125,0.0,0.0,0.023809524,0.0,0.0,0.017241379,0.359375,0.039147026,0.0,0.0,1.0
0.03626943,0.125,0.0,0.0,0.4761905,0.0,0.0,0.04310345,0.40625,0.04668911,0.0,0.0,0.0
