Id,feature1,feature2,labels
1,0.18749998232508594,0.09602818833139377,0
2,0.36111113043345,0.03010058631276636,0
3,0.020833335092448002,0.02738418447944288,1
4,0.0972222308781833,0.055575950092228404,0
5,0.12500001189496585,0.14022464109712895,1
6,0.027777785037616097,0.1088025836578207,0
7,0.06250000125651048,0.06049481470540436,0
8,0.03472222023972791,0.09977240285796363,0
9,0.013888889168113438,0.03127523476403007,0
10,0.04166666884461816,0.023933628386168575,0
11,0.0069444392229453455,0.03355112605261675,0
12,0.12500001189496585,0.04654576929237132,0
13,0.034722224260561436,0.040672489423177784,0
14,0.06250000125651048,0.10417736112451638,0
15,0.0069444392229453455,0.013508552857062539,0
16,0.03472222023972791,0.01248072871641943,0
17,0.06250000125651048,0.04206740050585065,0
18,0.0069444392229453455,0.1283312537774365,0
19,0.04861111744950841,0.38807728117916823,1
20,0.027777785037616097,0.026576603346100233,0
21,0.08333333366840279,0.09088905945146628,1
22,0.00694444458405672,0.007561852655846741,0
23,0.07638889846629099,0.24924750537512513,0
24,0.027777779676504723,0.2038029396718594,0
25,0.03472222023972791,0.09309153858474266,0
26,0.06250000393706617,0.017840098968305004,0
27,0.00694444458405672,0.023346303342865526,0
28,0.5277777629230316,0.28448717150754727,0
29,0.020833335092448002,0.057925260077494954,0
30,0.027777779676504723,0.019235003509608307,0
31,0.0069444392229453455,0.02422730317288804,0
32,0.13888890910474636,0.09639527363808115,0
33,0.03472222023972791,0.037589015365906066,1
34,0.18055560073408786,0.06034799366546854,0
35,0.055555552651620224,0.03501945092594231,0
36,0.04166666884461816,0.01483004197237076,0
37,0.020833335092448002,0.0,0
38,0.020833335092448002,0.008516261370494767,0
39,0.09027778227329304,0.06042140418543644,0
40,0.11805556329007563,0.6556786594064878,0
41,0.06250000393706617,0.11085822703307975,0
42,0.027777785037616097,0.01784009733296261,0
43,0.020833336432725846,0.020336251252958456,0
44,0.013888889168113438,0.023346303342865526,0
45,0.020833336432725846,0.06108214792541936,0
46,0.0,0.13985757214386552,0
47,0.04861111342867488,0.0009544087146480269,0
48,0.13888890910474636,0.023566543079481205,0
49,0.055555552651620224,0.1339842890039872,0
50,0.013888889168113438,0.022245062140884942,0
51,0.13888889570196794,0.0019088174292960535,0
52,0.06250000125651048,0.017399601506307334,0
53,0.013888889168113438,0.001468321602640777,0
54,0.04166666884461816,0.0009544087146480269,0
55,0.08333333366840279,0.042581306852473834,0
56,0.11111111736574106,0.023346303342865526,0
57,0.07638889846629099,0.03487261353258258,0
58,0.08333333366840279,0.06512003723870868,0
59,0.020833335092448002,0.011526320001771404,0
60,0.013888889168113438,0.009177006745820074,0
61,0.013888887827835594,0.016004703506373598,0
62,0.027777785037616097,0.19117535230262914,0
63,0.055555552651620224,0.03957124658585481,0
64,0.26388884996498646,0.3935834790123592,1
65,0.04861111342867488,0.027677849454107995,0
66,0.00694444458405672,0.024153879570180996,0
67,0.04166666884461816,0.09514719667808322,0
68,0.020833335092448002,0.033918212994646514,0
69,0.06250000125651048,0.02753102187280261,0
70,0.020833335092448002,0.0017619849419634973,0
71,0.03472222023972791,0.6556786594064878,0
72,0.11805556329007563,0.14228029919046956,0
73,0.0972222308781833,0.18787163360271458,0
74,0.055555552651620224,0.2775860266141508,0
75,0.28472223598799257,0.03142206725136262,0
76,0.04861111744950841,0.02606269699947705,0
77,0.020833336432725846,0.1088025836578207,0
78,0.00694444458405672,0.008736509283822405,0
79,0.04861111744950841,0.1687099997295144,1
80,0.027777785037616097,0.010057998399130626,0
81,0.4097222036537896,0.1139416961843243,1
82,0.020833336432725846,0.2775860266141508,0
83,0.06250000393706617,0.015564201138348758,0
84,0.020833335092448002,0.09360545801410497,0
85,0.020833335092448002,0.2038029396718594,0
86,0.0069444392229453455,0.010278246312458265,0
87,0.05555555801273159,0.1089494112391261,0
88,0.0069444392229453455,0.44152403183069683,0
89,0.0069444392229453455,0.01864767846630526,0
90,0.06250000393706617,0.023346303342865526,0
91,0.04861111342867488,0.1030027110379103,0
92,0.15277778487008137,0.023346303342865526,0
93,0.13194439348596393,0.02209823455957956,0
94,0.09722222685734977,0.021070405512909278,0
95,0.013888889168113438,0.007561852655846741,0
96,0.020833336432725846,0.17553771774951898,0
97,0.04166666884461816,0.13214887882397428,0
98,0.020833336432725846,0.19117535230262914,0
99,0.15972218790552492,0.3935834790123592,0
100,0.20833339515364888,0.19190962103654738,0
101,0.055555552651620224,0.1924968724894428,1
102,0.013888889168113438,0.19580059118935736,0
103,0.06944444852112289,0.11805299928826629,0
104,0.020833336432725846,0.17553771774951898,0
105,0.027777779676504723,0.09602818669605138,0
106,0.06944444986140073,0.01938183272625608,0
107,0.020833335092448002,0.0,0
108,0.06250000393706617,0.023346303342865526,1
109,0.06250000125651048,0.013141472456402346,0
110,0.09027778227329304,0.10542543808451431,0
111,0.2569444683739884,0.3935834790123592,1
112,0.11111111736574106,0.04940899870700018,0
113,0.013888889168113438,0.005359371887227966,0
114,0.020833335092448002,0.011012407113778653,0
115,0.16666670352430737,0.04691285459905869,0
116,0.0763888931051796,0.06702884976197757,0
117,0.0069444392229453455,0.13985757214386552,0
118,0.04861111342867488,0.01218706374175432,0
