Id,feature1,feature2,labels
1,0.0,0.06490304122206574,0.0
2,0.25,0.02645443160736423,0.0
3,0.25,0.03519783774134075,0.0
4,0.5,0.01513283329031061,0.0
5,0.25,0.1345140803500966,0.0
6,0.25,0.014236072854520002,1.0
7,0.0,0.0,1.0
8,0.0,0.00627732305053427,0.0
9,0.25,0.5359264058131276,1.0
10,0.5,0.1315996033157127,0.0
11,0.25,0.05066696836754574,0.0
12,0.25,0.11534581885643445,0.0
13,0.25,0.029368908641748126,0.0
14,0.5,0.006501513783711302,0.0
15,0.25,0.00044838146635406396,1.0
16,0.25,0.03452528052331476,1.0
17,0.25,0.09931622513033322,0.0
18,0.0,0.012218361249761748,0.0
19,0.75,0.17285057836824572,1.0
20,0.0,0.0039233265944692295,0.0
21,0.75,0.21242015413341997,0.0
22,0.0,0.049770197944085055,0.0
23,0.25,0.006501513783711302,0.0
24,0.25,0.09595337412034781,1.0
25,0.0,0.012218361249761748,0.0
26,0.5,0.06882637281037,1.0
27,0.5,0.009079700972953374,0.0
28,0.25,0.2978365812728699,0.0
29,0.25,0.01860778091534329,0.0
30,0.75,0.14415425441061627,0.0
31,0.0,0.05918619375601529,0.0
32,0.25,0.035646229195364885,0.0
33,0.0,0.17912790890953253,0.0
34,0.25,0.00448380217895305,0.0
35,0.25,0.06882637281037,1.0
36,0.0,0.02824795497586297,0.0
37,0.25,0.3933416787973994,1.0
38,0.0,0.049770197944085055,0.0
39,0.5,0.9999999999999999,1.0
40,0.75,0.07913911407658575,0.0
41,0.25,0.031050332898282077,0.0
42,1.0,0.0,1.0
43,0.0,0.03598251904050671,0.0
44,0.25,0.03486155289003396,0.0
45,0.25,0.012666742716115812,0.0
46,0.0,0.016141690341148495,0.0
47,0.25,0.09595337412034781,1.0
48,0.25,0.07611255291174215,0.0
49,0.25,0.060643424782454686,0.0
50,0.5,0.16040803387605948,0.0
51,0.25,0.5998207772531693,1.0
52,0.0,0.07577626806043536,0.0
53,0.25,0.1377648322481172,0.0
54,0.25,0.1194933486686683,0.0
55,0.25,0.1398946379710052,0.0
56,0.0,0.08373501786442109,0.0
57,0.0,0.0032507568918556506,1.0
58,0.25,0.022082728540375973,0.0
59,0.0,0.06355790181683858,0.0
60,0.5,0.5914136559704996,1.0
61,0.0,0.14348168470800268,0.0
62,0.25,0.09113328459317045,0.0
63,0.0,0.024212524275593915,0.0
64,0.25,0.17285057836824572,1.0
65,0.5,0.20289206670027748,0.0
66,0.25,0.015469118141617399,0.0
67,0.25,0.029256822014370926,1.0
68,0.0,0.08272616331050074,0.0
69,0.25,0.01602959372610122,0.0
70,0.25,0.0841833893431051,0.0
71,0.25,0.12588276084349728,0.0
72,0.25,0.045958975455415656,0.0
73,0.25,0.16814259294686817,0.0
74,0.5,0.028472140715204965,0.0
75,0.25,0.9999999999999999,0.0
76,0.0,0.1015581274682685,0.0
77,0.0,0.07913911657350325,0.0
78,0.25,0.06994731399166756,0.0
79,0.0,0.02600606012868024,0.0
80,1.0,0.030041478344361706,1.0
81,0.25,0.0025781871892420734,0.0
82,0.75,0.29189566542260076,1.0
83,0.0,0.02667862483745878,0.0
84,0.5,0.001681426753451463,0.0
85,0.0,0.018271496064036503,0.0
86,0.25,0.039345367553574595,0.0
87,0.25,0.01984082620244069,1.0
88,0.75,0.0717408498447539,0.0
89,0.5,0.20020178788982318,0.0
90,0.25,0.0015693301384041875,0.0
91,0.0,0.15984755579465812,0.0
92,0.25,0.01513283329031061,0.0
93,0.0,0.17285057836824572,1.0
94,0.0,0.08373501786442109,0.0
95,0.25,0.04584689132495597,0.0
96,0.25,0.18630199738969244,0.0
97,0.25,0.3100549425226316,0.0
98,0.25,0.023091583094296344,0.0
99,0.25,0.07140455500577704,0.0
100,0.0,0.02611814675605744,0.0
