Id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,labels
1,0.01036269,0.0,0.0212766,0.0,0.0,0.0,0.0,0.04310345,0.09375,0.00956229,0.0,0.0,0
2,0.07253886,0.125,0.1489362,0.0,0.04761905,0.0,0.0,0.01724138,0.046875,0.002514029,0.0,0.2236221,0
3,0.020725389,0.125,0.0,0.0,0.0,0.0,0.0,0.017241379,0.0,0.000852974,0.0,0.0,0
4,0.03108808,0.125,0.04255319,0.0,0.04761905,0.0,0.0,0.02586207,0.609375,0.09301908,0.0,0.2395951,0
5,0.03626943,0.125,0.06382979,0.0,0.02380952,0.0,0.0,0.00862069,0.203125,0.008664422,0.0,0.1397638,1
6,0.010362694,0.0,0.0,0.0,0.023809524,0.0,0.0,0.00862069,0.03125,0.005611672,0.0,0.186351747,0
7,0.06735751,0.125,0.0212766,0.08333333,0.0,0.0,0.0,0.01724138,0.40625,0.08107744,0.0,0.0,1
8,0.03108808,0.125,0.0212766,0.25,0.07142857,0.0,0.0,0.01724138,0.328125,0.06127946,0.0,0.07986501,0
9,0.088082902,0.125,0.106382979,0.0,0.071428571,0.0,0.0,0.00862069,0.328125,0.057373737,0.0,0.155293123,0
10,0.020725389,0.125,0.021276596,0.0,0.0,0.0,0.0,0.025862069,0.0,0.001346801,0.0,0.0,0
11,0.041450777,0.25,0.0,0.041666667,0.023809524,0.023809524,0.0,0.0,0.234375,0.012480359,0.0,0.124234498,0
12,0.03108808,0.0,0.0212766,0.0,0.02380952,0.0,0.0,0.01724138,0.25,0.03196409,0.0,0.0,0
13,0.02590674,0.0,0.0,0.0,0.02380952,0.0,0.0,0.04310345,0.1875,0.03003367,0.0,0.0,0
14,0.2953368,0.375,0.0,0.0,0.0952381,0.1190476,0.2,0.00862069,0.15625,0.03420875,0.0,0.009638884,1
15,0.03626943,0.0,0.0,0.0,0.023809524,0.0,0.0,0.0,0.421875,0.006150393,0.0,0.0,0
16,0.02590674,0.125,0.04255319,0.0,0.07142857,0.0,0.0,0.0,0.015625,0.00372615,0.0,0.09317589,0
17,0.0880829,0.25,0.04255319,0.0,0.1666667,0.0,0.0,0.0,0.234375,0.1010999,0.0,0.03105863,0
18,0.046632124,0.125,0.127659574,0.0,0.023809524,0.047619048,0.0,0.0,0.0625,0.026352413,0.0,0.391338669,0
19,0.04663212,0.25,0.0212766,0.0,0.04761905,0.02380952,0.0,0.0,0.734375,0.06518519,0.0,0.05590552,0
20,0.015544041,0.125,0.0,0.0,0.0,0.023809524,0.0,0.0,0.1875,0.019393939,0.0,0.0,0
21,0.03626943,0.0,0.021276596,0.0,0.023809524,0.0,0.0,0.00862069,0.34375,0.032413019,0.0,0.069881905,0
22,0.02072539,0.0,0.0,0.0,0.04761905,0.0,0.0,0.01724138,0.125,0.05459035,0.0,0.0,0
23,0.005181347,0.125,0.0,0.0,0.0,0.0,0.0,0.00862069,0.296875,0.02828283,0.0,0.0,1
24,0.01036269,0.0,0.0212766,0.0,0.0,0.0,0.0,0.0,0.125,0.00650954,1.0,0.0,0
25,0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.01724138,0.46875,0.08579125,0.0,0.0,0
26,0.02072539,0.125,0.0212766,0.0,0.04761905,0.0,0.0,0.0,0.09375,0.006329966,0.0,0.0,0
27,0.046632124,0.125,0.0,0.0,0.0,0.047619048,0.0,0.0,0.1875,0.019393939,0.0,0.0,0
28,0.062176166,0.125,0.063829787,0.0,0.166666667,0.0,0.0,0.120689655,0.40625,0.011178451,0.0,0.086008524,0
29,0.041450777,0.0,0.042553191,0.0,0.023809524,0.0,0.0,0.00862069,0.1875,0.072457912,0.0,0.124234498,0
30,0.03626943,0.125,0.0,0.0,0.04761905,0.0,0.0,0.02586207,0.15625,0.03443322,0.0,0.0,0
31,0.01036269,0.375,0.0212766,0.0,0.02380952,0.04761905,0.0,0.06896552,0.1875,0.04790123,0.0,0.0,0
32,0.010362694,0.0,0.0,0.0,0.023809524,0.0,0.0,0.00862069,0.03125,0.005611672,0.0,0.186351747,0
33,0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.04310345,0.46875,0.1582492,0.0,0.0,1
34,0.02590674,0.0,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.046875,0.008395062,0.0,0.0,0
35,0.05181347,0.25,0.0212766,0.0,0.07142857,0.02380952,0.0,0.0,0.15625,0.05701459,0.0,0.0508232,0
36,0.05181347,0.125,0.0212766,0.0,0.04761905,0.0,0.0,0.01724138,0.0625,0.01750842,0.0,0.0,0
37,0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.140625,0.02810325,0.0,0.0,0
38,0.020725389,0.125,0.0,0.0,0.0,0.047619048,0.0,0.0,0.078125,0.007093154,1.0,0.0,0
39,0.02072539,0.25,0.0,0.0,0.02380952,0.02380952,0.0,0.02586207,0.265625,0.03600449,0.0,0.0,0
40,0.056994819,0.125,0.042553191,0.0,0.047619048,0.023809524,0.0,0.017241379,0.453125,0.014096521,0.0,0.046587937,0
41,0.03626943,0.25,0.0,0.0,0.02380952,0.02380952,0.0,0.01724138,0.59375,0.04615039,0.0,0.0,0
