Id,feature1,feature2,feature3,feature4,feature5,labels
1,0.054054052869832,0.0416666669930555,0.0,0.0,0.0,0.0
2,0.0378378365915851,0.0,0.0,0.0,0.0,0.0
3,0.0864864822965961,0.0833333300694444,0.0,0.1249999737500013,0.0,1.0
4,0.0216216255295542,0.0,0.0,0.0,0.0,0.0
5,0.0972972987127245,0.1250000048958333,0.0,0.0,0.0,0.0
6,0.0270270233051863,0.0,0.0,0.1249999737500013,0.0,0.0
7,0.027027026434916,0.0416666669930555,0.0,0.0,0.0,0.0
8,0.0054054009053617,0.0,0.0,0.0,0.0,0.0
9,0.0594594621211394,0.0416666748263888,0.0,0.0,0.0,0.0
10,0.0054054009053617,0.0,0.0,0.0,0.0,0.0
11,0.1027026547586282,0.1666666601388889,0.0,0.0,0.0,0.0
12,0.1945945421335589,0.3750000734374997,0.0,0.0,0.0,1.0
13,0.0378378397213147,0.0416666748263888,0.0,0.1249999737500013,0.0,1.0
14,0.048648645705011,0.0416666748263888,0.1999999760000019,0.6249998687500066,0.0,0.0
15,0.0378378397213147,0.1666666601388889,0.0,0.0,0.0,0.0
16,0.1189189315449813,0.1250000048958333,0.0,0.0,0.0,1.0
17,0.0432432416699196,0.0416666669930555,0.0,0.2499999895000005,0.0,0.0
18,0.0162162162782468,0.0416666669930555,0.0,0.0,0.0,0.0
19,0.1189189315449813,0.1250000048958333,0.4999998800000096,0.1249999737500013,0.0,0.0
20,0.0108108091134259,0.0,0.0,0.0,0.0,0.0
21,0.0864864822965961,0.0416666748263888,0.0,0.0,0.0,0.0
22,0.0216216255295542,0.0416666748263888,0.0,0.0,0.0,0.0
23,0.1783783696715269,0.6249999265625004,0.0,0.0,0.0,0.0
24,0.0162162173214901,0.0,0.0,0.0,0.0,0.0
25,0.1351351311313368,0.0,0.0,0.374999979000001,0.0,0.0
26,0.0486486477914974,0.0,0.5999999520000039,0.0,0.0,0.0
27,0.0648648598967715,0.0,0.0,0.0,0.0,0.0
28,0.1297297479611097,0.0,0.0,0.1249999737500013,0.0,0.0
29,0.4378378593342871,0.0,0.0,0.8750001312499934,0.0,1.0
30,0.0108108091134259,0.0416666748263888,0.0,0.0,0.0,1.0
31,0.0756756763128999,0.0416666748263888,0.0,0.0,0.0,0.0
32,0.0216216255295542,0.0,0.0,0.1249999737500013,0.0,0.0
33,0.0324324315132505,0.0,0.0,0.374999979000001,0.0,0.0
34,0.0378378397213147,0.0,0.0,0.1249999737500013,0.0,1.0
35,0.1081081151288529,0.0,0.0,0.0,0.0,0.0
