Id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,labels
1,0.025906736,0.0,0.042553191,0.0,0.0,0.0,0.0,0.0,0.046875,0.003277217,1.0,0.093175874,0
2,0.119171,0.375,0.0,0.0,0.02380952,0.02380952,0.0,0.03448276,0.140625,0.0182716,0.0,0.0,0
3,0.02590674,0.125,0.0212766,0.0,0.0,0.0,0.0,0.00862069,0.1875,0.02204265,0.0,0.0,0
4,0.046632124,0.125,0.021276596,0.0,0.0,0.0,0.0,0.0,0.1875,0.014545455,0.0,0.111811048,1
5,0.051813472,0.25,0.021276596,0.0,0.0,0.0,0.0,0.0,0.1875,0.014545455,0.0,0.0,0
6,0.05181347,0.0,0.04255319,0.0,0.04761905,0.0,0.0,0.00862069,0.171875,0.0169248,0.0,0.1524696,0
7,0.04145078,0.25,0.0212766,0.0,0.07142857,0.07142857,0.0,0.00862069,0.078125,0.04022447,0.0,0.0,0
8,0.02072539,0.25,0.0212766,0.0,0.02380952,0.0,0.0,0.04310345,0.1875,0.02473625,0.0,0.0,0
9,0.01036269,0.125,0.0,0.0,0.04761905,0.0,0.0,0.02586207,0.265625,0.02500561,0.0,0.0,0
10,0.077720207,0.125,0.085106383,0.0,0.047619048,0.0,0.0,0.034482759,0.234375,0.011402918,0.0,0.244586668,0
11,0.051813472,0.25,0.021276596,0.0,0.0,0.0,0.0,0.120689655,0.40625,0.011178451,0.0,0.0,0
12,0.02072539,0.0,0.06382979,0.0,0.0,0.0,0.0,0.0,0.140625,0.05921437,0.0,0.2236221,0
13,0.051813472,0.0,0.042553191,0.0,0.095238095,0.0,0.0,0.00862069,0.171875,0.066891134,0.0,0.050823203,0
14,0.08290155,0.125,0.06382979,0.0,0.1904762,0.0,0.0,0.02586207,1.0,0.4012121,0.0,0.06577123,0
15,0.01036269,0.0,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.03883277,0.0,0.1863517,0
16,0.2435233,0.5,0.08510638,0.0,0.02380952,0.0952381,0.0,0.0,0.015625,0.001167228,0.5,0.02329397,0
17,0.041450777,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.014545455,0.0,0.062117243,1
18,0.02072539,0.0,0.0212766,0.0,0.04761905,0.0,0.0,0.01724138,0.125,0.01714927,0.0,0.111811,0
19,0.03626943,0.125,0.0212766,0.04166667,0.0,0.0,0.0,0.04310345,0.296875,0.03479237,0.0,0.2096457,0
20,0.02072539,0.25,0.0,0.0,0.02380952,0.02380952,0.0,0.05172414,0.0625,0.04641975,0.0,0.0,0
21,0.01554404,0.125,0.0,0.0,0.0,0.0,0.0,0.06896552,0.234375,0.01961841,0.0,0.0,0
22,0.031088083,0.0,0.0,0.0,0.023809524,0.0,0.0,0.0,0.078125,0.004130191,0.5,0.079865034,0
23,0.05181347,0.5,0.0,0.0,0.04761905,0.07142857,0.0,0.03448276,0.546875,0.0772615,0.0,0.0,0
24,0.2331606,0.25,0.04255319,0.0,0.02380952,0.1190476,0.0,0.0,0.0625,0.07443322,0.0,0.01215337,0
25,0.015544041,0.125,0.0,0.0,0.071428571,0.0,0.0,0.051724138,0.078125,0.005881033,0.0,0.0,0
26,0.046632124,0.25,0.021276596,0.0,0.023809524,0.023809524,0.0,0.043103448,0.21875,0.0067789,0.0,0.167716572,0
27,0.051813472,0.125,0.0,0.0,0.023809524,0.0,0.0,0.025862069,0.203125,0.002828283,0.0,0.0,0
28,0.02590674,0.25,0.0,0.0,0.1190476,0.02380952,0.0,0.00862069,0.21875,0.05719416,0.0,0.0,0
29,0.05181347,0.125,0.0,0.0,0.04761905,0.0,0.0,0.02586207,1.0,0.4012121,0.0,0.2032928,0
30,0.113989637,0.25,0.021276596,0.0,0.0,0.023809524,0.0,0.017241379,0.21875,0.002379349,0.0,0.072920259,0
31,0.0984456,0.125,0.04255319,0.0,0.0,0.0,0.0,0.0,0.15625,0.005925926,0.0,0.08385829,0
32,0.08290155,0.25,0.0212766,0.0,0.0,0.04761905,0.0,0.01724138,0.125,0.006015713,0.0,0.0,0
33,0.051813472,0.25,0.042553191,0.0,0.047619048,0.0,0.0,0.060344828,0.015625,0.008978676,0.0,0.050823203,0
34,0.134715,0.125,0.06382979,0.0,0.02380952,0.0,0.0,0.00862069,0.140625,0.01634119,0.0,0.0414115,0
35,0.04145078,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.140625,0.08157127,0.0,0.0,0
36,0.1865285,0.5,0.06382979,0.0,0.04761905,0.07142857,0.0,0.02586207,0.234375,0.1402469,0.0,0.0302192,1
37,0.06217617,0.125,0.04255319,0.0,0.1904762,0.0,0.0,0.2758621,0.15625,0.1526824,0.0,0.04300425,0
38,0.05181347,0.125,0.0212766,0.0,0.0,0.0,0.0,0.06896552,0.234375,0.01961841,0.0,0.0,0
39,0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0216835,0.0,0.0,0
40,0.02590674,0.25,0.0,0.0,0.0,0.04761905,0.0,0.01724138,0.109375,0.006015713,0.0,0.0,0
41,0.04663212,0.25,0.0,0.0,0.04761905,0.07142857,0.0,0.02586207,0.234375,0.04767677,0.0,0.111811,0
42,0.01554404,0.25,0.0,0.0,0.0,0.07142857,0.0,0.0,0.09375,0.01441077,0.0,0.0,0
43,0.06735751,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.00862069,0.140625,0.01634119,0.0,0.0,0
44,0.046632124,0.125,0.0,0.0,0.071428571,0.0,0.0,0.017241379,0.125,0.034567901,0.0,0.0,0
45,0.05181347,0.375,0.0,0.0,0.02380952,0.02380952,0.0,0.04310345,0.3125,0.05113356,0.0,0.0,0
46,0.02072539,0.125,0.0,0.0,0.02380952,0.0,0.0,0.0,0.171875,0.007676768,0.0,0.0,0
47,0.01554404,0.125,0.0,0.0,0.02380952,0.0,0.0,0.0,0.046875,0.01364759,0.0,0.0,0
48,0.03108808,0.0,0.0,0.0,0.02380952,0.0,0.0,0.02586207,0.453125,0.01710438,0.0,0.0,0
49,0.01036269,0.125,0.0,0.0,0.07142857,0.0,0.0,0.04310345,0.3125,0.05113356,0.0,0.0,0
50,0.04145078,0.25,0.0,0.0,0.0,0.02380952,0.0,0.01724138,0.46875,0.08579125,0.0,0.06211724,0
51,0.02072539,0.0,0.04255319,0.0,0.0,0.0,0.0,0.00862069,0.046875,0.00291807,0.0,0.2236221,0
52,0.0880829,0.25,0.0212766,0.0,0.02380952,0.2142857,0.0,0.0,0.296875,0.01405163,0.0,0.0,0
53,0.02590674,0.125,0.0,0.08333333,0.02380952,0.0,0.0,0.00862069,0.046875,0.00332211,0.0,0.0,0
54,0.06217617,0.25,0.0,0.0,0.02380952,0.02380952,0.0,0.01724138,0.390625,0.0114927,0.0,0.0,0
55,0.06735751,0.125,0.1276596,0.0,0.0952381,0.0,0.0,0.00862069,0.03125,0.02199776,0.0,0.4392577,0
56,0.015544041,0.125,0.021276596,0.0,0.023809524,0.0,0.0,0.034482759,0.109375,0.002289562,0.0,0.0,0
57,0.134715,0.125,0.1702128,0.0,0.4285714,0.0,0.0,0.02586207,1.0,0.4012121,0.0,0.2070575,0
58,0.020725389,0.125,0.021276596,0.0,0.0,0.0,0.0,0.0,0.0,0.00026936,0.0,0.0,0
59,0.03626943,0.0,0.021276596,0.0,0.023809524,0.0,0.0,0.025862069,0.109375,0.01620651,0.0,0.209645716,0
60,0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0128844,0.0,0.0,0
61,0.062176166,0.25,0.0,0.0,0.023809524,0.119047619,0.0,0.00862069,0.234375,0.002962963,0.0,0.0,0
62,0.025906736,0.125,0.0,0.0,0.023809524,0.0,0.0,0.00862069,0.203125,0.055308642,0.0,0.0,0
63,0.03626943,0.375,0.0,0.0,0.0,0.1666667,0.0,0.02586207,0.375,0.1179798,0.0,0.1397638,0
64,0.01554404,0.25,0.0,0.0,0.02380952,0.02380952,0.0,0.06034483,0.1875,0.06680135,0.0,0.0,0
65,0.01036269,0.0,0.0,0.0,0.0,0.0,0.0,0.01724138,0.09375,0.04008979,0.0,0.0,0
66,0.03626943,0.125,0.04255319,0.0,0.0,0.02380952,0.0,0.0,0.1875,0.02671156,0.0,0.06988191,0
67,0.04145078,0.25,0.0,0.0,0.0,0.02380952,0.0,0.03448276,0.484375,0.2375758,0.0,0.0,1
68,0.02590674,0.375,0.0,0.0,0.02380952,0.04761905,0.0,0.06896552,0.1875,0.04790123,0.0,0.0,0
69,0.1295337,0.375,0.1702128,0.0,0.07142857,0.2619048,0.0,0.01724138,0.46875,0.08579125,0.0,0.1935191,0
70,0.1398964,0.25,0.1914894,0.0,0.1428571,0.07142857,0.0,0.0,0.21875,0.1123681,0.0,0.1597301,0
71,0.015544041,0.25,0.0,0.0,0.023809524,0.023809524,0.0,0.0,0.234375,0.012480359,0.0,0.0,0
72,0.04145078,0.125,0.0212766,0.0,0.1428571,0.0,0.0,0.00862069,0.21875,0.05719416,0.0,0.1242345,0
73,0.010362694,0.0,0.0,0.0,0.023809524,0.0,0.0,0.00862069,0.078125,0.012031425,0.0,0.186351747,0
74,0.01554404,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.03448276,0.359375,0.06379349,0.0,0.0,0
75,0.051813472,0.125,0.0,0.0,0.071428571,0.0,0.0,0.068965517,0.109375,0.068058361,0.0,0.152469611,0
76,0.03626943,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026936,0.0,0.069881905,0
77,0.06735751,0.375,0.0,0.0,0.1428571,0.0952381,0.0,0.02586207,1.0,0.4012121,0.0,0.0,0
78,0.02590674,0.0,0.0212766,0.0,0.04761905,0.0,0.0,0.02586207,0.359375,0.08929293,0.0,0.0,0
79,0.056994819,0.25,0.021276596,0.0,0.023809524,0.0,0.0,0.0,0.390625,0.040493827,0.0,0.13976381,0
80,0.041450777,0.0,0.021276596,0.0,0.023809524,0.0,0.0,0.0,0.09375,0.004085297,1.0,0.0,0
81,0.2227979,0.125,0.08510638,0.0,0.02380952,0.0,0.0,0.00862069,0.140625,0.01634119,0.0,0.0381174,0
82,0.1243523,0.125,0.1489362,0.0,0.02380952,0.0,0.0,0.0,0.03125,0.01450056,0.0,0.1341733,1
83,0.1036269,0.125,0.106383,0.0,0.0,0.02380952,0.0,0.00862069,0.078125,0.04561167,0.0,0.1064867,0
84,0.020725389,0.125,0.0,0.0,0.023809524,0.047619048,0.0,0.025862069,0.1875,0.02379349,0.0,0.0,0
85,0.07253886,0.125,0.04255319,0.04166667,0.02380952,0.0,0.0,0.0,0.078125,0.01315376,0.0,0.03727035,0
86,0.031088083,0.125,0.0,0.0,0.023809524,0.071428571,0.0,0.034482759,0.140625,0.030213244,0.0,0.0,0
87,0.03108808,0.0,0.04255319,0.0,0.02380952,0.0,0.0,0.01724138,0.03125,0.006419753,0.0,0.2395951,0
88,0.020725389,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026936,0.0,0.0,0
89,0.02590674,0.25,0.0212766,0.0,0.02380952,0.02380952,0.0,0.0,0.015625,0.00983165,0.0,0.0,0
90,0.031088083,0.125,0.0,0.0,0.023809524,0.0,0.0,0.025862069,0.328125,0.045611672,0.0,0.079865034,0
91,0.025906736,0.125,0.042553191,0.0,0.047619048,0.0,0.0,0.0,0.390625,0.040493827,0.0,0.093175874,0
92,0.05181347,0.125,0.1276596,0.0,0.1904762,0.0,0.0,0.00862069,0.203125,0.01732884,0.0,0.3049392,0
93,0.098445596,0.375,0.021276596,0.0,0.0,0.0,0.0,0.0,0.375,0.102671156,0.0,0.0,0
94,0.103626943,0.125,0.021276596,0.375,0.023809524,0.0,0.0,0.0,0.609375,0.124893378,0.0,0.026621678,0
95,0.046632124,0.125,0.021276596,0.0,0.023809524,0.0,0.0,0.00862069,0.328125,0.001930415,0.0,0.055905524,0
96,0.06217617,0.125,0.1276596,0.0,0.1428571,0.0,0.0,0.0,0.0625,0.007138047,0.0,0.4730467,0
97,0.1139896,0.25,0.08510638,0.0,0.04761905,0.1428571,0.0,0.05172414,0.296875,0.02945006,0.0,0.07292026,0
98,0.04145078,0.125,0.0212766,0.0,0.0,0.0,0.0,0.0,0.1875,0.02671156,0.0,0.0,0
99,0.020725389,0.125,0.0,0.0,0.023809524,0.0,0.0,0.034482759,0.21875,0.084624018,0.0,0.223622097,0
100,0.067357513,0.0,0.021276596,0.0,0.023809524,0.0,0.0,0.00862069,0.1875,0.072457912,0.0,0.079865034,0
101,0.04145078,0.0,0.0212766,0.0,0.1428571,0.0,0.0,0.0,0.34375,0.02729517,0.0,0.0,0
102,0.02072539,0.0,0.0,0.0,0.0,0.0,0.0,0.04310345,0.265625,0.06473625,0.0,0.0,0
103,0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.02586207,0.375,0.1179798,0.0,0.0,0
104,0.01036269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.002469136,1.0,0.0,0
105,0.119171,0.25,0.0212766,0.0,0.02380952,0.02380952,0.0,0.0,0.109375,0.004444444,0.5,0.0,0
106,0.06735751,0.125,0.04255319,0.0,0.1666667,0.0952381,0.0,0.01724138,0.125,0.03191919,0.0,0.1996626,0
107,0.020725389,0.0,0.021276596,0.0,0.023809524,0.0,0.0,0.025862069,0.25,0.035690236,0.0,0.111811048,0
108,0.046632124,0.125,0.021276596,0.0,0.0,0.0,0.0,0.0,0.109375,0.004399551,0.0,0.0,0
109,0.020725389,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026936,0.0,0.0,0
110,0.03626943,0.125,0.021276596,0.0,0.023809524,0.0,0.0,0.025862069,0.421875,0.039955107,0.0,0.13976381,0
111,0.01554404,0.125,0.0,0.0,0.02380952,0.0,0.0,0.06896552,0.265625,0.03241302,0.0,0.0,1
112,0.05699482,0.125,0.06382979,0.0,0.02380952,0.0,0.0,0.00862069,0.203125,0.03402918,0.0,0.04658793,0
113,0.1813472,0.375,0.0,0.0,0.02380952,0.07142857,0.0,0.0,0.046875,0.06994388,0.0,0.0,1
114,0.1088083,0.375,0.0212766,0.0,0.02380952,0.07142857,0.0,0.02586207,0.296875,0.02338945,0.0,0.0,0
115,0.03108808,0.0,0.04255319,0.0,0.07142857,0.0,0.0,0.0,0.234375,0.1010999,0.0,0.1597301,0
116,0.031088083,0.0,0.021276596,0.0,0.0,0.0,0.0,0.0,0.609375,0.035016835,1.0,0.0,0
117,0.08290155,0.125,0.0,0.0,0.02380952,0.0,0.0,0.04310345,0.140625,0.02222222,0.0,0.0328856,0
118,0.0984456,0.125,0.06382979,0.0,0.1428571,0.0,0.0,0.02586207,1.0,0.4012121,0.0,0.111811,0
119,0.05181347,0.375,0.0,0.0,0.07142857,0.0952381,0.0,0.02586207,0.375,0.1179798,0.0,0.0508232,1
120,0.03626943,0.25,0.0,0.0,0.02380952,0.02380952,0.0,0.04310345,0.3125,0.05113356,0.0,0.0,0
121,0.015544041,0.125,0.0,0.0,0.0,0.047619048,0.0,0.00862069,0.109375,0.013468013,1.0,0.0,0
122,0.07253886,0.25,0.06382979,0.0,0.04761905,0.07142857,0.0,0.06896552,0.171875,0.04013468,0.0,0.1490814,0
123,0.06735751,0.125,0.0212766,0.0,0.1190476,0.0,0.0,0.01724138,0.796875,0.2162963,0.0,0.1197975,0
124,0.031088083,0.125,0.0,0.0,0.0,0.047619048,0.0,0.0,0.078125,0.007093154,1.0,0.0,0
125,0.031088083,0.0,0.0,0.0,0.023809524,0.0,0.0,0.0,0.078125,0.004130191,0.5,0.079865034,0
126,0.025906736,0.125,0.0,0.041666667,0.047619048,0.0,0.0,0.0,0.609375,0.124893378,0.0,0.0,0
127,0.01036269,0.0,0.0,0.0,0.02380952,0.0,0.0,0.00862069,0.078125,0.006150393,1.0,0.0,0
128,0.046632124,0.125,0.021276596,0.0,0.0,0.0,0.0,0.0,0.0,0.00026936,0.0,0.055905524,0
129,0.119171,0.125,0.0,0.0,0.02380952,0.02380952,0.0,0.0,0.09375,0.0318743,0.0,0.0,0
130,0.051813472,0.25,0.0,0.0,0.023809524,0.095238095,0.0,0.0,0.125,0.007497194,0.0,0.0,0
131,0.015544041,0.125,0.0,0.0,0.0,0.023809524,0.0,0.0,0.1875,0.019393939,0.0,0.0,0
132,0.1658031,0.125,0.1702128,0.0,0.0,0.0,0.0,0.0,0.015625,0.001975309,0.0,0.1524696,1
133,0.06217617,0.25,0.0,0.0,0.07142857,0.02380952,0.0,0.0,0.0625,0.008170595,0.0,0.08600852,0
134,0.3005181,0.375,0.1914894,0.0,0.0,0.02380952,0.0,0.0,0.015625,0.001975309,0.0,0.09475511,1
135,0.2953368,0.375,0.0,0.0,0.0,0.2142857,0.0,0.0,0.03125,0.01867565,0.0,0.0,0
136,0.01554404,0.25,0.0212766,0.0,0.02380952,0.02380952,0.0,0.05172414,0.296875,0.02945006,0.0,0.0,0
137,0.02072539,0.125,0.0212766,0.0,0.02380952,0.0,0.0,0.01724138,0.171875,0.02446689,0.0,0.0,0
138,0.025906736,0.125,0.021276596,0.0,0.047619048,0.0,0.0,0.00862069,0.171875,0.066891134,0.0,0.0,0
139,0.020725389,0.125,0.0,0.0,0.023809524,0.0,0.0,0.0,0.03125,0.019887767,0.0,0.111811048,0
140,0.05181347,0.125,0.04255319,0.0,0.0,0.0,0.0,0.0,0.21875,0.008305275,1.0,0.0508232,0
141,0.041450777,0.125,0.0,0.0,0.0,0.0,0.2,0.00862069,0.046875,0.000852974,0.0,0.0,0
